date,county,covid,reflu,deaths
8/19/2022,Vance ,11,1,0
8/19/2022,Wake ,298,33,2
8/19/2022,Warren ,3,0,0
8/19/2022,Washington ,18,3,0
8/19/2022,Watauga ,13,4,0
8/19/2022,Wayne ,54,7,0
8/19/2022,Wilkes ,40,6,0
8/19/2022,Wilson ,30,2,2
8/19/2022,Yadkin ,21,4,0
8/19/2022,Yancey ,2,0,0
8/18/2022,Alamance ,65,13,0
8/18/2022,Alexander ,17,3,0
8/18/2022,Alleghany ,2,0,0
8/18/2022,Anson ,11,1,0
8/18/2022,Ashe ,3,2,0
8/18/2022,Avery ,3,0,0
8/18/2022,Beaufort ,13,3,0
8/18/2022,Bertie ,6,2,0
8/18/2022,Bladen ,14,3,0
8/18/2022,Brunswick ,34,2,0
8/18/2022,Buncombe ,66,10,0
8/18/2022,Burke ,30,9,0
8/18/2022,Cabarrus ,61,7,1
8/18/2022,Caldwell ,45,12,0
8/18/2022,Camden ,3,0,0
8/18/2022,Carteret ,14,2,0
8/18/2022,Caswell ,8,2,0
8/18/2022,Catawba ,57,12,0
8/18/2022,Chatham ,23,1,0
8/18/2022,Cherokee ,6,1,0
8/18/2022,Chowan ,4,0,0
8/18/2022,Clay ,5,2,0
8/18/2022,Cleveland ,39,12,1
8/18/2022,Columbus ,21,5,0
8/18/2022,Craven ,29,5,0
8/18/2022,Cumberland ,88,22,0
8/18/2022,Currituck ,3,0,0
8/18/2022,Dare ,7,0,0
8/18/2022,Davidson ,67,9,0
8/18/2022,Davie ,14,1,0
8/18/2022,Duplin ,22,7,0
8/18/2022,Durham ,128,13,0
8/18/2022,Edgecombe ,17,2,0
8/18/2022,Forsyth ,142,21,0
8/18/2022,Franklin ,15,3,0
8/18/2022,Gaston ,81,18,1
8/18/2022,Gates ,1,1,0
8/18/2022,Graham ,4,1,0
8/18/2022,Granville ,9,3,0
8/18/2022,Greene ,9,5,0
8/18/2022,Guilford ,177,23,0
8/18/2022,Halifax ,27,5,1
8/18/2022,Harnett ,31,4,0
8/18/2022,Haywood ,15,2,0
8/18/2022,Henderson ,38,4,1
8/18/2022,Hertford ,6,3,0
8/18/2022,Hoke ,15,3,0
8/18/2022,Hyde ,1,0,0
8/18/2022,Iredell ,74,10,1
8/18/2022,Jackson ,10,0,0
8/18/2022,Johnston ,72,19,0
8/18/2022,Jones ,7,1,0
8/18/2022,Lee ,23,8,0
8/18/2022,Lenoir ,27,4,0
8/18/2022,Lincoln ,30,6,0
8/18/2022,Macon ,12,4,0
8/18/2022,Madison ,4,0,0
8/18/2022,Martin ,6,2,0
8/18/2022,McDowell,20,5,0
8/18/2022,Mecklenburg ,331,55,1
8/18/2022,Mitchell ,3,0,0
8/18/2022,Montgomery ,3,0,0
8/18/2022,Moore ,27,2,0
8/18/2022,Nash ,44,5,0
8/18/2022,New Hanover,54,4,0
8/18/2022,Northampton ,9,2,0
8/18/2022,Onslow ,60,8,0
8/18/2022,Orange ,56,10,0
8/18/2022,Pamlico ,7,2,0
8/18/2022,Pasquotank ,7,1,0
8/18/2022,Pender ,15,0,0
8/18/2022,Perquimans ,3,1,0
8/18/2022,Person ,13,0,0
8/18/2022,Pitt ,69,12,0
8/18/2022,Polk ,5,1,0
8/18/2022,Randolph ,40,11,0
8/18/2022,Richmond ,27,7,1
8/18/2022,Robeson ,46,13,1
8/18/2022,Rockingham ,21,4,0
8/18/2022,Rowan ,51,14,0
8/18/2022,Rutherford ,31,9,0
8/18/2022,Sampson ,17,3,0
8/18/2022,Scotland ,14,2,0
8/18/2022,Stanly ,18,5,0
8/18/2022,Stokes ,18,3,0
8/18/2022,Surry ,50,9,0
8/18/2022,Swain ,9,0,0
8/18/2022,Transylvania ,14,2,0
8/18/2022,Tyrrell ,0,,0
8/18/2022,Union ,58,8,0
8/18/2022,Vance ,20,6,0
8/18/2022,Wake ,327,52,1
8/18/2022,Warren ,3,0,0
8/18/2022,Washington ,7,1,0
8/18/2022,Watauga ,5,0,0
8/18/2022,Wayne ,62,11,0
8/18/2022,Wilkes ,35,6,0
8/18/2022,Wilson ,35,4,0
8/18/2022,Yadkin ,15,1,0
8/18/2022,Yancey ,8,1,0
8/17/2022,Alamance ,86,21,1
8/17/2022,Alexander ,11,5,0
8/17/2022,Alleghany ,5,2,0
8/17/2022,Anson ,21,6,0
8/17/2022,Ashe ,2,0,0
8/17/2022,Avery ,4,0,0
8/17/2022,Beaufort ,11,3,0
8/17/2022,Bertie ,0,,0
8/17/2022,Bladen ,14,4,0
8/17/2022,Brunswick ,44,6,0
8/17/2022,Buncombe ,74,7,1
8/17/2022,Burke ,55,6,0
8/17/2022,Cabarrus ,71,17,0
8/17/2022,Caldwell ,49,5,0
8/17/2022,Camden ,1,0,0
8/17/2022,Carteret ,18,2,1
8/17/2022,Caswell ,5,0,0
8/17/2022,Catawba ,56,5,0
8/17/2022,Chatham ,22,2,0
8/17/2022,Cherokee ,10,3,0
8/17/2022,Chowan ,6,1,0
8/17/2022,Clay ,1,0,0
8/17/2022,Cleveland ,42,9,0
8/17/2022,Columbus ,19,5,0
8/17/2022,Craven ,41,6,0
8/17/2022,Cumberland ,146,27,0
8/17/2022,Currituck ,8,0,1
8/17/2022,Dare ,7,1,0
8/17/2022,Davidson ,69,15,1
8/17/2022,Davie ,10,0,0
8/17/2022,Duplin ,15,1,0
8/17/2022,Durham ,120,14,0
8/17/2022,Edgecombe ,32,11,0
8/17/2022,Forsyth ,161,17,0
8/17/2022,Franklin ,23,3,0
8/17/2022,Gaston ,84,23,0
8/17/2022,Gates ,2,0,0
8/17/2022,Graham ,4,1,0
8/17/2022,Granville ,28,5,0
8/17/2022,Greene ,5,1,1
8/17/2022,Guilford ,193,27,4
8/17/2022,Halifax ,29,10,0
8/17/2022,Harnett ,35,6,0
8/17/2022,Haywood ,14,1,0
8/17/2022,Henderson ,31,4,0
8/17/2022,Hertford ,9,2,0
8/17/2022,Hoke ,24,2,0
8/17/2022,Hyde ,2,0,0
8/17/2022,Iredell ,67,14,3
8/17/2022,Jackson ,19,2,0
8/17/2022,Johnston ,84,22,0
8/17/2022,Jones ,5,1,0
8/17/2022,Lee ,15,8,0
8/17/2022,Lenoir ,19,4,0
8/17/2022,Lincoln ,30,7,0
8/17/2022,Macon ,9,2,0
8/17/2022,Madison ,5,2,0
8/17/2022,Martin ,12,5,0
8/17/2022,McDowell,16,4,0
8/17/2022,Mecklenburg ,395,63,1
8/17/2022,Mitchell ,4,1,0
8/17/2022,Montgomery ,6,4,0
8/17/2022,Moore ,31,5,0
8/17/2022,Nash ,38,7,1
8/17/2022,New Hanover,55,10,1
8/17/2022,Northampton ,12,1,0
8/17/2022,Onslow ,69,11,0
8/17/2022,Orange ,50,7,0
8/17/2022,Pamlico ,0,,0
8/17/2022,Pasquotank ,13,2,0
8/17/2022,Pender ,16,3,0
8/17/2022,Perquimans ,10,0,0
8/17/2022,Person ,13,1,0
8/17/2022,Pitt ,84,15,0
8/17/2022,Polk ,5,0,0
8/17/2022,Randolph ,49,7,0
8/17/2022,Richmond ,27,2,0
8/17/2022,Robeson ,59,14,0
8/17/2022,Rockingham ,38,3,0
8/17/2022,Rowan ,55,13,0
8/17/2022,Rutherford ,20,10,0
8/17/2022,Sampson ,18,1,0
8/17/2022,Scotland ,14,3,0
8/17/2022,Stanly ,20,3,0
8/17/2022,Stokes ,12,2,1
8/17/2022,Surry ,43,9,0
8/17/2022,Swain ,10,1,0
8/17/2022,Transylvania ,12,1,0
8/17/2022,Tyrrell ,2,1,0
8/17/2022,Union ,80,11,0
8/17/2022,Vance ,22,4,0
8/17/2022,Wake ,394,48,0
8/17/2022,Warren ,8,0,0
8/17/2022,Washington ,8,1,0
8/17/2022,Watauga ,9,0,0
8/17/2022,Wayne ,53,10,0
8/17/2022,Wilkes ,29,5,0
8/17/2022,Wilson ,31,6,2
8/17/2022,Yadkin ,23,4,0
8/17/2022,Yancey ,5,2,0
8/16/2022,Alamance ,53,13,0
8/16/2022,Alexander ,17,1,0
8/16/2022,Alleghany ,5,1,0
8/16/2022,Anson ,12,2,0
8/16/2022,Ashe ,11,1,0
8/16/2022,Avery ,4,1,0
8/16/2022,Beaufort ,20,3,0
8/16/2022,Bertie ,4,2,0
8/16/2022,Bladen ,17,4,0
8/16/2022,Brunswick ,50,3,0
8/16/2022,Buncombe ,63,11,0
8/16/2022,Burke ,33,6,0
8/16/2022,Cabarrus ,90,16,1
8/16/2022,Caldwell ,49,9,0
8/16/2022,Camden ,0,,0
8/16/2022,Carteret ,22,3,1
8/16/2022,Caswell ,9,3,0
8/16/2022,Catawba ,94,19,0
8/16/2022,Chatham ,15,0,0
8/16/2022,Cherokee ,11,0,0
8/16/2022,Chowan ,2,0,0
8/16/2022,Clay ,4,2,0
8/16/2022,Cleveland ,45,16,0
8/16/2022,Columbus ,17,1,0
8/16/2022,Craven ,43,3,0
8/16/2022,Cumberland ,128,10,0
8/16/2022,Currituck ,1,0,0
8/16/2022,Dare ,13,2,0
8/16/2022,Davidson ,42,3,1
8/16/2022,Davie ,16,3,0
8/16/2022,Duplin ,33,6,0
8/16/2022,Durham ,113,14,1
8/16/2022,Edgecombe ,21,5,0
8/16/2022,Forsyth ,177,40,1
8/16/2022,Franklin ,19,6,0
8/16/2022,Gaston ,83,16,1
8/16/2022,Gates ,2,0,0
8/16/2022,Graham ,7,0,0
8/16/2022,Granville ,34,7,0
8/16/2022,Greene ,4,1,0
8/16/2022,Guilford ,197,22,1
8/16/2022,Halifax ,38,10,0
8/16/2022,Harnett ,49,11,0
8/16/2022,Haywood ,13,4,0
8/16/2022,Henderson ,37,6,0
8/16/2022,Hertford ,2,0,0
8/16/2022,Hoke ,20,0,0
8/16/2022,Hyde ,1,0,0
8/16/2022,Iredell ,63,8,1
8/16/2022,Jackson ,7,1,0
8/16/2022,Johnston ,81,11,0
8/16/2022,Jones ,4,0,0
8/16/2022,Lee ,21,2,0
8/16/2022,Lenoir ,23,9,0
8/16/2022,Lincoln ,37,9,0
8/16/2022,Macon ,6,1,0
8/16/2022,Madison ,1,0,0
8/16/2022,Martin ,9,1,0
8/16/2022,McDowell,23,6,0
8/16/2022,Mecklenburg ,381,54,1
8/16/2022,Mitchell ,4,0,0
8/16/2022,Montgomery ,7,3,0
8/16/2022,Moore ,39,2,0
8/16/2022,Nash ,32,5,0
8/16/2022,New Hanover,66,12,0
8/16/2022,Northampton ,6,1,0
8/16/2022,Onslow ,92,14,0
8/16/2022,Orange ,42,4,0
8/16/2022,Pamlico ,5,0,0
8/16/2022,Pasquotank ,12,2,1
8/16/2022,Pender ,16,3,0
8/16/2022,Perquimans ,1,0,0
8/16/2022,Person ,11,1,0
8/16/2022,Pitt ,92,15,0
8/16/2022,Polk ,6,1,0
8/16/2022,Randolph ,41,8,0
8/16/2022,Richmond ,15,3,0
8/16/2022,Robeson ,87,23,0
8/16/2022,Rockingham ,30,7,0
8/16/2022,Rowan ,71,10,1
8/16/2022,Rutherford ,32,3,0
8/16/2022,Sampson ,22,4,0
8/16/2022,Scotland ,10,1,0
8/16/2022,Stanly ,23,6,0
8/16/2022,Stokes ,27,3,0
8/16/2022,Surry ,45,8,1
8/16/2022,Swain ,2,0,0
8/16/2022,Transylvania ,9,0,0
8/16/2022,Tyrrell ,2,0,0
8/16/2022,Union ,77,12,0
8/16/2022,Vance ,28,5,0
8/16/2022,Wake ,339,49,1
8/16/2022,Warren ,8,0,0
8/16/2022,Washington ,4,1,0
8/16/2022,Watauga ,17,3,0
8/16/2022,Wayne ,53,5,0
8/16/2022,Wilkes ,37,8,0
8/16/2022,Wilson ,40,9,0
8/16/2022,Yadkin ,29,2,0
8/16/2022,Yancey ,2,1,0
8/15/2022,Alamance ,65,8,0
8/15/2022,Alexander ,25,1,1
8/15/2022,Alleghany ,8,2,0
8/15/2022,Anson ,9,0,0
8/15/2022,Ashe ,11,2,0
8/15/2022,Avery ,3,2,0
8/15/2022,Beaufort ,17,3,0
8/15/2022,Bertie ,10,3,0
8/15/2022,Bladen ,14,2,1
8/15/2022,Brunswick ,56,12,0
8/15/2022,Buncombe ,81,6,0
8/15/2022,Burke ,59,15,0
8/15/2022,Cabarrus ,67,12,1
8/15/2022,Caldwell ,67,18,0
8/15/2022,Camden ,0,,0
8/15/2022,Carteret ,29,5,0
8/15/2022,Caswell ,13,1,0
8/15/2022,Catawba ,121,17,0
8/15/2022,Chatham ,25,3,0
8/15/2022,Cherokee ,4,0,0
8/15/2022,Chowan ,16,0,0
8/15/2022,Clay ,4,0,0
8/15/2022,Cleveland ,57,12,0
8/15/2022,Columbus ,32,6,0
8/15/2022,Craven ,50,6,0
8/15/2022,Cumberland ,157,21,1
8/15/2022,Currituck ,8,1,0
8/15/2022,Dare ,11,0,0
8/15/2022,Davidson ,88,23,0
8/15/2022,Davie ,23,1,0
8/15/2022,Duplin ,28,6,0
8/15/2022,Durham ,144,19,0
8/15/2022,Edgecombe ,18,2,0
8/15/2022,Forsyth ,170,32,2
8/15/2022,Franklin ,32,4,0
8/15/2022,Gaston ,95,17,0
8/15/2022,Gates ,5,2,0
8/15/2022,Graham ,9,3,0
8/15/2022,Granville ,20,3,0
8/15/2022,Greene ,12,3,0
8/15/2022,Guilford ,200,36,0
8/15/2022,Halifax ,40,7,1
8/15/2022,Harnett ,50,8,0
8/15/2022,Haywood ,22,2,1
8/15/2022,Henderson ,41,6,1
8/15/2022,Hertford ,2,1,0
8/15/2022,Hoke ,20,1,0
8/15/2022,Hyde ,3,0,0
8/15/2022,Iredell ,84,15,0
8/15/2022,Jackson ,10,1,0
8/15/2022,Johnston ,96,13,0
8/15/2022,Jones ,2,0,0
8/15/2022,Lee ,21,4,0
8/15/2022,Lenoir ,33,6,0
8/15/2022,Lincoln ,32,5,0
8/15/2022,Macon ,13,1,0
8/15/2022,Madison ,5,1,0
8/15/2022,Martin ,19,4,0
8/15/2022,McDowell,24,4,0
8/15/2022,Mecklenburg ,395,69,1
8/15/2022,Mitchell ,4,1,1
8/15/2022,Montgomery ,5,0,0
8/15/2022,Moore ,34,6,1
8/15/2022,Nash ,26,8,0
8/15/2022,New Hanover,82,10,0
8/15/2022,Northampton ,5,0,0
8/15/2022,Onslow ,105,12,1
8/15/2022,Orange ,72,6,0
8/15/2022,Pamlico ,7,1,0
8/15/2022,Pasquotank ,9,2,0
8/15/2022,Pender ,18,3,0
8/15/2022,Perquimans ,5,2,0
8/15/2022,Person ,6,1,0
8/15/2022,Pitt ,89,23,0
8/15/2022,Polk ,7,1,0
8/15/2022,Randolph ,53,7,0
8/15/2022,Richmond ,15,2,0
8/15/2022,Robeson ,78,24,1
8/15/2022,Rockingham ,26,7,0
8/15/2022,Rowan ,68,14,0
8/15/2022,Rutherford ,31,6,0
8/15/2022,Sampson ,22,4,1
8/15/2022,Scotland ,17,1,1
8/15/2022,Stanly ,22,6,0
8/15/2022,Stokes ,29,9,0
8/15/2022,Surry ,51,8,1
8/15/2022,Swain ,8,0,0
8/15/2022,Transylvania ,25,5,0
8/15/2022,Tyrrell ,1,0,0
8/15/2022,Union ,81,26,0
8/15/2022,Vance ,30,2,0
8/15/2022,Wake ,380,46,1
8/15/2022,Warren ,7,3,0
8/15/2022,Washington ,5,0,0
8/15/2022,Watauga ,16,3,0
8/15/2022,Wayne ,62,12,1
8/15/2022,Wilkes ,37,8,0
8/15/2022,Wilson ,54,13,0
8/15/2022,Yadkin ,22,8,0
8/15/2022,Yancey ,8,1,0
8/14/2022,Alamance ,32,9,0
8/14/2022,Alexander ,13,2,0
8/14/2022,Alleghany ,3,1,0
8/14/2022,Anson ,10,2,0
8/14/2022,Ashe ,8,0,0
8/14/2022,Avery ,2,0,0
8/14/2022,Beaufort ,5,1,0
8/14/2022,Bertie ,2,1,0
8/14/2022,Bladen ,9,1,0
8/14/2022,Brunswick ,25,2,1
8/14/2022,Buncombe ,38,9,1
8/14/2022,Burke ,27,2,0
8/14/2022,Cabarrus ,38,8,0
8/14/2022,Caldwell ,26,6,0
8/14/2022,Camden ,0,,0
8/14/2022,Carteret ,11,0,0
8/14/2022,Caswell ,2,0,0
8/14/2022,Catawba ,48,13,1
8/14/2022,Chatham ,12,2,0
8/14/2022,Cherokee ,6,0,0
8/14/2022,Chowan ,2,0,0
8/14/2022,Clay ,2,1,0
8/14/2022,Cleveland ,26,4,0
8/14/2022,Columbus ,9,0,0
8/14/2022,Craven ,16,1,0
8/14/2022,Cumberland ,67,9,0
8/14/2022,Currituck ,3,0,0
8/14/2022,Dare ,9,0,0
8/14/2022,Davidson ,38,10,1
8/14/2022,Davie ,10,3,0
8/14/2022,Duplin ,9,3,0
8/14/2022,Durham ,74,8,0
8/14/2022,Edgecombe ,11,3,0
8/14/2022,Forsyth ,90,15,0
8/14/2022,Franklin ,22,3,0
8/14/2022,Gaston ,59,11,2
8/14/2022,Gates ,2,0,0
8/14/2022,Graham ,2,1,0
8/14/2022,Granville ,7,0,0
8/14/2022,Greene ,2,0,0
8/14/2022,Guilford ,122,20,4
8/14/2022,Halifax ,11,2,0
8/14/2022,Harnett ,23,3,0
8/14/2022,Haywood ,12,3,0
8/14/2022,Henderson ,39,1,0
8/14/2022,Hertford ,1,0,0
8/14/2022,Hoke ,14,0,0
8/14/2022,Hyde ,2,1,0
8/14/2022,Iredell ,40,7,1
8/14/2022,Jackson ,7,1,0
8/14/2022,Johnston ,46,5,0
8/14/2022,Jones ,1,0,0
8/14/2022,Lee ,13,4,0
8/14/2022,Lenoir ,17,4,0
8/14/2022,Lincoln ,9,2,0
8/14/2022,Macon ,4,0,0
8/14/2022,Madison ,2,1,0
8/14/2022,Martin ,3,0,0
8/14/2022,McDowell,18,5,0
8/14/2022,Mecklenburg ,228,30,0
8/14/2022,Mitchell ,5,0,0
8/14/2022,Montgomery ,4,0,0
8/14/2022,Moore ,23,2,0
8/14/2022,Nash ,19,2,0
8/14/2022,New Hanover,29,1,0
8/14/2022,Northampton ,4,0,0
8/14/2022,Onslow ,26,3,1
8/14/2022,Orange ,20,1,0
8/14/2022,Pamlico ,7,0,0
8/14/2022,Pasquotank ,2,0,0
8/14/2022,Pender ,10,0,0
8/14/2022,Perquimans ,3,1,0
8/14/2022,Person ,8,1,0
8/14/2022,Pitt ,28,5,1
8/14/2022,Polk ,3,0,0
8/14/2022,Randolph ,24,3,0
8/14/2022,Richmond ,13,2,0
8/14/2022,Robeson ,35,7,1
8/14/2022,Rockingham ,11,1,0
8/14/2022,Rowan ,32,7,0
8/14/2022,Rutherford ,17,4,0
8/14/2022,Sampson ,6,1,0
8/14/2022,Scotland ,4,1,0
8/14/2022,Stanly ,5,1,0
8/14/2022,Stokes ,10,1,0
8/14/2022,Surry ,22,3,0
8/14/2022,Swain ,4,0,1
8/14/2022,Transylvania ,4,0,0
8/14/2022,Tyrrell ,0,,0
8/14/2022,Union ,56,11,0
8/14/2022,Vance ,12,2,0
8/14/2022,Wake ,201,23,0
8/14/2022,Warren ,3,0,0
8/14/2022,Washington ,1,0,0
8/14/2022,Watauga ,5,1,0
8/14/2022,Wayne ,23,5,1
8/14/2022,Wilkes ,15,4,0
8/14/2022,Wilson ,15,5,0
8/14/2022,Yadkin ,18,4,0
8/14/2022,Yancey ,7,0,0
8/13/2022,Alamance ,40,7,0
8/13/2022,Alexander ,8,3,0
8/13/2022,Alleghany ,1,0,0
8/13/2022,Anson ,10,1,0
8/13/2022,Ashe ,3,0,0
8/13/2022,Avery ,3,1,0
8/13/2022,Beaufort ,7,1,0
8/13/2022,Bertie ,2,0,0
8/13/2022,Bladen ,9,3,0
8/13/2022,Brunswick ,29,5,0
8/13/2022,Buncombe ,56,13,1
8/13/2022,Burke ,34,3,0
8/13/2022,Cabarrus ,51,5,0
8/13/2022,Caldwell ,26,4,1
8/13/2022,Camden ,1,0,0
8/13/2022,Carteret ,10,0,0
8/13/2022,Caswell ,3,0,0
8/13/2022,Catawba ,48,9,0
8/13/2022,Chatham ,17,4,0
8/13/2022,Cherokee ,7,2,0
8/13/2022,Chowan ,1,1,0
8/13/2022,Clay ,7,1,0
8/13/2022,Cleveland ,21,5,0
8/13/2022,Columbus ,14,2,0
8/13/2022,Craven ,19,4,0
8/13/2022,Cumberland ,78,15,0
8/13/2022,Currituck ,2,2,0
8/13/2022,Dare ,10,2,0
8/13/2022,Davidson ,46,4,0
8/13/2022,Davie ,12,4,0
8/13/2022,Duplin ,26,7,0
8/13/2022,Durham ,95,13,0
8/13/2022,Edgecombe ,9,1,1
8/13/2022,Forsyth ,96,19,0
8/13/2022,Franklin ,21,7,0
8/13/2022,Gaston ,55,8,0
8/13/2022,Gates ,5,1,0
8/13/2022,Graham ,1,0,0
8/13/2022,Granville ,8,2,0
8/13/2022,Greene ,2,0,0
8/13/2022,Guilford ,97,15,1
8/13/2022,Halifax ,13,3,0
8/13/2022,Harnett ,24,1,0
8/13/2022,Haywood ,9,1,0
8/13/2022,Henderson ,26,1,0
8/13/2022,Hertford ,6,1,0
8/13/2022,Hoke ,14,2,0
8/13/2022,Hyde ,2,1,0
8/13/2022,Iredell ,31,4,0
8/13/2022,Jackson ,6,2,0
8/13/2022,Johnston ,57,10,0
8/13/2022,Jones ,3,0,0
8/13/2022,Lee ,12,0,0
8/13/2022,Lenoir ,4,2,1
8/13/2022,Lincoln ,17,2,0
8/13/2022,Macon ,6,1,0
8/13/2022,Madison ,0,,0
8/13/2022,Martin ,4,1,0
8/13/2022,McDowell,8,1,0
8/13/2022,Mecklenburg ,217,26,2
8/13/2022,Mitchell ,4,0,0
8/13/2022,Montgomery ,4,1,0
8/13/2022,Moore ,17,1,1
8/13/2022,Nash ,16,4,0
8/13/2022,New Hanover,49,4,0
8/13/2022,Northampton ,5,1,0
8/13/2022,Onslow ,43,11,0
8/13/2022,Orange ,23,3,0
8/13/2022,Pamlico ,2,1,0
8/13/2022,Pasquotank ,11,6,0
8/13/2022,Pender ,19,7,0
8/13/2022,Perquimans ,1,1,0
8/13/2022,Person ,9,4,0
8/13/2022,Pitt ,26,8,1
8/13/2022,Polk ,3,0,0
8/13/2022,Randolph ,39,8,0
8/13/2022,Richmond ,12,5,0
8/13/2022,Robeson ,40,9,1
8/13/2022,Rockingham ,17,3,0
8/13/2022,Rowan ,32,5,2
8/13/2022,Rutherford ,13,4,0
8/13/2022,Sampson ,11,1,0
8/13/2022,Scotland ,4,1,0
8/13/2022,Stanly ,17,5,0
8/13/2022,Stokes ,13,1,0
8/13/2022,Surry ,17,4,2
8/13/2022,Swain ,6,2,0
8/13/2022,Transylvania ,11,1,0
8/13/2022,Tyrrell ,0,,0
8/13/2022,Union ,54,7,0
8/13/2022,Vance ,14,0,0
8/13/2022,Wake ,261,34,1
8/13/2022,Warren ,3,1,0
8/13/2022,Washington ,0,,0
8/13/2022,Watauga ,5,1,1
8/13/2022,Wayne ,27,8,0
8/13/2022,Wilkes ,13,2,0
8/13/2022,Wilson ,27,3,0
8/13/2022,Yadkin ,18,1,0
8/13/2022,Yancey ,1,0,0
8/12/2022,Alamance ,60,16,0
8/12/2022,Alexander ,13,4,0
8/12/2022,Alleghany ,8,0,0
8/12/2022,Anson ,4,1,0
8/12/2022,Ashe ,12,2,0
8/12/2022,Avery ,2,1,0
8/12/2022,Beaufort ,9,6,0
8/12/2022,Bertie ,8,3,0
8/12/2022,Bladen ,12,1,0
8/12/2022,Brunswick ,34,6,0
8/12/2022,Buncombe ,74,13,0
8/12/2022,Burke ,47,5,0
8/12/2022,Cabarrus ,80,10,1
8/12/2022,Caldwell ,47,9,0
8/12/2022,Camden ,2,0,0
8/12/2022,Carteret ,21,3,0
8/12/2022,Caswell ,2,0,0
8/12/2022,Catawba ,82,19,0
8/12/2022,Chatham ,21,2,0
8/12/2022,Cherokee ,7,1,0
8/12/2022,Chowan ,4,1,0
8/12/2022,Clay ,5,1,0
8/12/2022,Cleveland ,33,5,2
8/12/2022,Columbus ,16,3,0
8/12/2022,Craven ,34,2,0
8/12/2022,Cumberland ,95,14,0
8/12/2022,Currituck ,3,0,0
8/12/2022,Dare ,19,2,0
8/12/2022,Davidson ,48,5,0
8/12/2022,Davie ,23,7,0
8/12/2022,Duplin ,29,6,0
8/12/2022,Durham ,118,16,0
8/12/2022,Edgecombe ,17,5,1
8/12/2022,Forsyth ,160,24,0
8/12/2022,Franklin ,23,2,0
8/12/2022,Gaston ,79,20,0
8/12/2022,Gates ,2,0,0
8/12/2022,Graham ,3,1,0
8/12/2022,Granville ,19,3,0
8/12/2022,Greene ,4,2,0
8/12/2022,Guilford ,174,29,0
8/12/2022,Halifax ,23,2,0
8/12/2022,Harnett ,29,6,0
8/12/2022,Haywood ,18,3,0
8/12/2022,Henderson ,27,2,0
8/12/2022,Hertford ,3,1,0
8/12/2022,Hoke ,15,4,0
8/12/2022,Hyde ,4,1,0
8/12/2022,Iredell ,56,5,0
8/12/2022,Jackson ,7,2,0
8/12/2022,Johnston ,79,15,1
8/12/2022,Jones ,8,1,0
8/12/2022,Lee ,21,4,0
8/12/2022,Lenoir ,24,10,0
8/12/2022,Lincoln ,24,5,0
8/12/2022,Macon ,6,1,0
8/12/2022,Madison ,2,0,0
8/12/2022,Martin ,15,6,0
8/12/2022,McDowell,25,2,0
8/12/2022,Mecklenburg ,371,70,3
8/12/2022,Mitchell ,5,1,0
8/12/2022,Montgomery ,10,1,0
8/12/2022,Moore ,16,2,1
8/12/2022,Nash ,30,5,0
8/12/2022,New Hanover,62,4,1
8/12/2022,Northampton ,17,1,0
8/12/2022,Onslow ,77,17,1
8/12/2022,Orange ,39,4,1
8/12/2022,Pamlico ,5,0,0
8/12/2022,Pasquotank ,5,0,0
8/12/2022,Pender ,19,3,0
8/12/2022,Perquimans ,3,0,0
8/12/2022,Person ,13,3,0
8/12/2022,Pitt ,65,8,0
8/12/2022,Polk ,7,0,0
8/12/2022,Randolph ,40,3,0
8/12/2022,Richmond ,7,2,0
8/12/2022,Robeson ,66,16,0
8/12/2022,Rockingham ,21,3,0
8/12/2022,Rowan ,45,7,1
8/12/2022,Rutherford ,19,1,0
8/12/2022,Sampson ,22,1,0
8/12/2022,Scotland ,12,4,0
8/12/2022,Stanly ,21,5,0
8/12/2022,Stokes ,19,3,0
8/12/2022,Surry ,46,8,1
8/12/2022,Swain ,3,1,0
8/12/2022,Transylvania ,11,3,0
8/12/2022,Tyrrell ,1,0,0
8/12/2022,Union ,90,16,0
8/12/2022,Vance ,27,1,0
8/12/2022,Wake ,328,40,2
8/12/2022,Warren ,7,2,0
8/12/2022,Washington ,6,1,0
8/12/2022,Watauga ,7,1,0
8/12/2022,Wayne ,53,11,0
8/12/2022,Wilkes ,21,3,1
8/12/2022,Wilson ,32,2,1
8/12/2022,Yadkin ,24,3,0
8/12/2022,Yancey ,3,0,0
8/11/2022,Alamance ,62,12,0
8/11/2022,Alexander ,19,2,0
8/11/2022,Alleghany ,8,1,0
8/11/2022,Anson ,11,4,0
8/11/2022,Ashe ,12,1,1
8/11/2022,Avery ,7,1,2
8/11/2022,Beaufort ,20,3,0
8/11/2022,Bertie ,8,0,0
8/11/2022,Bladen ,11,0,0
8/11/2022,Brunswick ,58,7,0
8/11/2022,Buncombe ,82,9,0
8/11/2022,Burke ,37,0,0
8/11/2022,Cabarrus ,85,14,1
8/11/2022,Caldwell ,66,11,1
8/11/2022,Camden ,0,,0
8/11/2022,Carteret ,31,2,0
8/11/2022,Caswell ,4,1,0
8/11/2022,Catawba ,81,22,0
8/11/2022,Chatham ,21,3,0
8/11/2022,Cherokee ,12,1,0
8/11/2022,Chowan ,7,0,0
8/11/2022,Clay ,4,1,0
8/11/2022,Cleveland ,52,11,0
8/11/2022,Columbus ,15,4,0
8/11/2022,Craven ,39,4,0
8/11/2022,Cumberland ,153,20,0
8/11/2022,Currituck ,4,0,0
