date,county,covid,reflu,deaths
9/7/2022,Caldwell ,68,12,0
9/7/2022,Camden ,1,1,0
9/7/2022,Carteret ,11,1,0
9/7/2022,Caswell ,3,0,0
9/7/2022,Catawba ,89,22,1
9/7/2022,Chatham ,18,2,0
9/7/2022,Cherokee ,10,0,0
9/7/2022,Chowan ,3,0,0
9/7/2022,Clay ,8,1,0
9/7/2022,Cleveland ,49,15,0
9/7/2022,Columbus ,16,4,0
9/7/2022,Craven ,34,6,0
9/7/2022,Cumberland ,127,13,1
9/7/2022,Currituck ,6,0,0
9/7/2022,Dare ,8,4,0
9/7/2022,Davidson ,68,13,0
9/7/2022,Davie ,26,4,0
9/7/2022,Duplin ,26,6,0
9/7/2022,Durham ,172,18,0
9/7/2022,Edgecombe ,22,2,0
9/7/2022,Forsyth ,178,30,2
9/7/2022,Franklin ,31,6,1
9/7/2022,Gaston ,64,8,2
9/7/2022,Gates ,6,1,0
9/7/2022,Graham ,8,1,0
9/7/2022,Granville ,24,3,0
9/7/2022,Greene ,4,0,0
9/7/2022,Guilford ,207,27,1
9/7/2022,Halifax ,18,4,0
9/7/2022,Harnett ,53,8,0
9/7/2022,Haywood ,22,5,0
9/7/2022,Henderson ,34,5,0
9/7/2022,Hertford ,7,3,0
9/7/2022,Hoke ,25,3,0
9/7/2022,Hyde ,6,0,0
9/7/2022,Iredell ,69,9,0
9/7/2022,Jackson ,13,1,0
9/7/2022,Johnston ,112,20,0
9/7/2022,Jones ,1,0,0
9/7/2022,Lee ,20,5,0
9/7/2022,Lenoir ,24,5,0
9/7/2022,Lincoln ,35,11,0
9/7/2022,Macon ,3,1,0
9/7/2022,Madison ,8,1,0
9/7/2022,Martin ,9,0,0
9/7/2022,McDowell,22,4,0
9/7/2022,Mecklenburg ,390,63,0
9/7/2022,Mitchell ,4,0,0
9/7/2022,Montgomery ,11,2,0
9/7/2022,Moore ,36,7,0
9/7/2022,Nash ,28,3,1
9/7/2022,New Hanover,55,12,0
9/7/2022,Northampton ,7,1,0
9/7/2022,Onslow ,91,15,0
9/7/2022,Orange ,44,4,0
9/7/2022,Pamlico ,4,1,0
9/7/2022,Pasquotank ,7,2,0
9/7/2022,Pender ,15,1,0
9/7/2022,Perquimans ,0,,0
9/7/2022,Person ,8,0,0
9/7/2022,Pitt ,96,17,0
9/7/2022,Polk ,5,2,0
9/7/2022,Randolph ,50,12,0
9/7/2022,Richmond ,33,10,0
9/7/2022,Robeson ,83,25,0
9/7/2022,Rockingham ,26,7,0
9/7/2022,Rowan ,74,15,0
9/7/2022,Rutherford ,12,4,1
9/7/2022,Sampson ,21,5,0
9/7/2022,Scotland ,19,8,0
9/7/2022,Stanly ,43,11,0
9/7/2022,Stokes ,19,4,0
9/7/2022,Surry ,44,5,2
9/7/2022,Swain ,5,0,0
9/7/2022,Transylvania ,26,6,0
9/7/2022,Tyrrell ,1,0,0
9/7/2022,Union ,82,11,0
9/7/2022,Vance ,13,4,0
9/7/2022,Wake ,348,60,0
9/7/2022,Warren ,2,0,0
9/7/2022,Washington ,8,1,0
9/7/2022,Watauga ,41,8,0
9/7/2022,Wayne ,50,13,0
9/7/2022,Wilkes ,34,8,0
9/7/2022,Wilson ,19,1,0
9/7/2022,Yadkin ,31,6,1
9/7/2022,Yancey ,5,0,0
9/6/2022,Alamance ,98,20,1
9/6/2022,Alexander ,14,2,0
9/6/2022,Alleghany ,7,2,0
9/6/2022,Anson ,17,3,0
9/6/2022,Ashe ,18,3,0
9/6/2022,Avery ,1,0,0
9/6/2022,Beaufort ,27,5,0
9/6/2022,Bertie ,10,3,0
9/6/2022,Bladen ,20,5,0
9/6/2022,Brunswick ,59,8,0
9/6/2022,Buncombe ,85,10,0
9/6/2022,Burke ,66,12,0
9/6/2022,Cabarrus ,83,14,0
9/6/2022,Caldwell ,75,12,0
9/6/2022,Camden ,7,1,0
9/6/2022,Carteret ,24,4,0
9/6/2022,Caswell ,2,0,0
9/6/2022,Catawba ,111,18,0
9/6/2022,Chatham ,34,6,1
9/6/2022,Cherokee ,10,2,0
9/6/2022,Chowan ,7,5,0
9/6/2022,Clay ,6,1,0
9/6/2022,Cleveland ,47,13,0
9/6/2022,Columbus ,25,4,0
9/6/2022,Craven ,43,6,0
9/6/2022,Cumberland ,189,22,0
9/6/2022,Currituck ,7,0,0
9/6/2022,Dare ,12,2,0
9/6/2022,Davidson ,105,23,1
9/6/2022,Davie ,25,1,0
9/6/2022,Duplin ,21,2,0
9/6/2022,Durham ,167,27,0
9/6/2022,Edgecombe ,35,11,0
9/6/2022,Forsyth ,221,33,1
9/6/2022,Franklin ,61,13,0
9/6/2022,Gaston ,83,13,0
9/6/2022,Gates ,6,2,0
9/6/2022,Graham ,5,2,0
9/6/2022,Granville ,29,2,0
9/6/2022,Greene ,14,6,0
9/6/2022,Guilford ,226,33,1
9/6/2022,Halifax ,33,5,0
9/6/2022,Harnett ,60,16,0
9/6/2022,Haywood ,29,5,0
9/6/2022,Henderson ,39,5,0
9/6/2022,Hertford ,11,6,0
9/6/2022,Hoke ,29,3,0
9/6/2022,Hyde ,7,3,0
9/6/2022,Iredell ,89,11,0
9/6/2022,Jackson ,14,2,0
9/6/2022,Johnston ,104,22,0
9/6/2022,Jones ,4,0,0
9/6/2022,Lee ,25,7,0
9/6/2022,Lenoir ,23,3,0
9/6/2022,Lincoln ,48,14,0
9/6/2022,Macon ,13,2,0
9/6/2022,Madison ,7,3,0
9/6/2022,Martin ,8,0,0
9/6/2022,McDowell,32,3,0
9/6/2022,Mecklenburg ,447,54,0
9/6/2022,Mitchell ,7,1,0
9/6/2022,Montgomery ,17,5,0
9/6/2022,Moore ,52,11,0
9/6/2022,Nash ,33,9,1
9/6/2022,New Hanover,74,7,0
9/6/2022,Northampton ,11,2,0
9/6/2022,Onslow ,84,18,0
9/6/2022,Orange ,52,7,0
9/6/2022,Pamlico ,3,0,0
9/6/2022,Pasquotank ,10,2,0
9/6/2022,Pender ,22,2,0
9/6/2022,Perquimans ,10,2,0
9/6/2022,Person ,15,3,0
9/6/2022,Pitt ,111,16,0
9/6/2022,Polk ,0,,0
9/6/2022,Randolph ,53,11,0
9/6/2022,Richmond ,15,4,0
9/6/2022,Robeson ,117,28,0
9/6/2022,Rockingham ,37,9,0
9/6/2022,Rowan ,47,6,2
9/6/2022,Rutherford ,15,7,0
9/6/2022,Sampson ,40,7,0
9/6/2022,Scotland ,20,2,0
9/6/2022,Stanly ,32,8,0
9/6/2022,Stokes ,44,6,0
9/6/2022,Surry ,55,10,0
9/6/2022,Swain ,6,1,0
9/6/2022,Transylvania ,26,3,0
9/6/2022,Tyrrell ,1,0,0
9/6/2022,Union ,105,17,0
9/6/2022,Vance ,36,11,0
9/6/2022,Wake ,428,61,1
9/6/2022,Warren ,13,1,0
9/6/2022,Washington ,14,4,0
9/6/2022,Watauga ,32,8,0
9/6/2022,Wayne ,47,8,1
9/6/2022,Wilkes ,36,8,0
9/6/2022,Wilson ,23,4,0
9/6/2022,Yadkin ,41,6,0
9/6/2022,Yancey ,4,1,0
9/5/2022,Alamance ,39,3,0
9/5/2022,Alexander ,6,0,0
9/5/2022,Alleghany ,8,3,0
9/5/2022,Anson ,7,0,0
9/5/2022,Ashe ,5,0,0
9/5/2022,Avery ,1,0,0
9/5/2022,Beaufort ,7,0,0
9/5/2022,Bertie ,3,0,0
9/5/2022,Bladen ,7,2,0
9/5/2022,Brunswick ,17,2,0
9/5/2022,Buncombe ,24,6,0
9/5/2022,Burke ,27,3,0
9/5/2022,Cabarrus ,28,5,0
9/5/2022,Caldwell ,19,4,0
9/5/2022,Camden ,2,0,0
9/5/2022,Carteret ,6,0,0
9/5/2022,Caswell ,3,2,0
9/5/2022,Catawba ,47,5,0
9/5/2022,Chatham ,7,0,1
9/5/2022,Cherokee ,9,2,0
9/5/2022,Chowan ,2,1,0
9/5/2022,Clay ,1,0,0
9/5/2022,Cleveland ,13,2,0
9/5/2022,Columbus ,4,0,0
9/5/2022,Craven ,18,1,0
9/5/2022,Cumberland ,51,7,0
9/5/2022,Currituck ,3,0,0
9/5/2022,Dare ,3,0,0
9/5/2022,Davidson ,33,5,0
9/5/2022,Davie ,5,0,0
9/5/2022,Duplin ,10,3,1
9/5/2022,Durham ,42,9,0
9/5/2022,Edgecombe ,8,2,0
9/5/2022,Forsyth ,69,10,2
9/5/2022,Franklin ,12,3,0
9/5/2022,Gaston ,51,8,0
9/5/2022,Gates ,4,1,0
9/5/2022,Graham ,11,2,0
9/5/2022,Granville ,6,1,0
9/5/2022,Greene ,3,1,0
9/5/2022,Guilford ,105,16,0
9/5/2022,Halifax ,10,3,0
9/5/2022,Harnett ,19,3,0
9/5/2022,Haywood ,14,4,0
9/5/2022,Henderson ,21,1,0
9/5/2022,Hertford ,4,1,0
9/5/2022,Hoke ,20,9,0
9/5/2022,Hyde ,0,,0
9/5/2022,Iredell ,41,4,0
9/5/2022,Jackson ,4,0,0
9/5/2022,Johnston ,43,3,0
9/5/2022,Jones ,5,0,0
9/5/2022,Lee ,6,2,0
9/5/2022,Lenoir ,13,1,0
9/5/2022,Lincoln ,17,3,0
9/5/2022,Macon ,7,2,0
9/5/2022,Madison ,5,0,0
9/5/2022,Martin ,3,1,0
9/5/2022,McDowell,14,4,0
9/5/2022,Mecklenburg ,180,42,2
9/5/2022,Mitchell ,0,,0
9/5/2022,Montgomery ,2,1,0
9/5/2022,Moore ,25,6,0
9/5/2022,Nash ,18,3,0
9/5/2022,New Hanover,35,5,0
9/5/2022,Northampton ,1,0,0
9/5/2022,Onslow ,22,2,1
9/5/2022,Orange ,20,2,0
9/5/2022,Pamlico ,0,,0
9/5/2022,Pasquotank ,10,0,0
9/5/2022,Pender ,11,1,0
9/5/2022,Perquimans ,3,0,0
9/5/2022,Person ,3,0,0
9/5/2022,Pitt ,35,6,0
9/5/2022,Polk ,1,0,0
9/5/2022,Randolph ,28,7,0
9/5/2022,Richmond ,8,2,0
9/5/2022,Robeson ,35,9,0
9/5/2022,Rockingham ,12,2,1
9/5/2022,Rowan ,16,3,0
9/5/2022,Rutherford ,8,1,0
9/5/2022,Sampson ,7,1,0
9/5/2022,Scotland ,11,1,0
9/5/2022,Stanly ,15,4,1
9/5/2022,Stokes ,14,1,0
9/5/2022,Surry ,23,3,0
9/5/2022,Swain ,4,1,0
9/5/2022,Transylvania ,15,2,0
9/5/2022,Tyrrell ,2,0,0
9/5/2022,Union ,37,9,0
9/5/2022,Vance ,8,1,0
9/5/2022,Wake ,125,11,1
9/5/2022,Warren ,0,,0
9/5/2022,Washington ,2,1,0
9/5/2022,Watauga ,9,1,0
9/5/2022,Wayne ,19,5,1
9/5/2022,Wilkes ,22,8,0
9/5/2022,Wilson ,14,0,0
9/5/2022,Yadkin ,23,6,0
9/5/2022,Yancey ,4,0,0
9/4/2022,Alamance ,34,7,0
9/4/2022,Alexander ,9,1,0
9/4/2022,Alleghany ,1,0,0
9/4/2022,Anson ,11,2,0
9/4/2022,Ashe ,4,0,0
9/4/2022,Avery ,1,1,0
9/4/2022,Beaufort ,3,0,0
9/4/2022,Bertie ,1,0,0
9/4/2022,Bladen ,5,1,0
9/4/2022,Brunswick ,17,2,0
9/4/2022,Buncombe ,35,4,0
9/4/2022,Burke ,18,1,0
9/4/2022,Cabarrus ,48,9,0
9/4/2022,Caldwell ,26,9,0
9/4/2022,Camden ,3,0,0
9/4/2022,Carteret ,5,0,0
9/4/2022,Caswell ,1,0,0
9/4/2022,Catawba ,32,2,0
9/4/2022,Chatham ,9,2,0
9/4/2022,Cherokee ,1,0,1
9/4/2022,Chowan ,2,0,0
9/4/2022,Clay ,0,,0
9/4/2022,Cleveland ,23,2,0
9/4/2022,Columbus ,5,1,0
9/4/2022,Craven ,14,1,0
9/4/2022,Cumberland ,65,5,0
9/4/2022,Currituck ,2,1,0
9/4/2022,Dare ,7,0,0
9/4/2022,Davidson ,26,11,0
9/4/2022,Davie ,3,0,1
9/4/2022,Duplin ,8,3,0
9/4/2022,Durham ,56,11,0
9/4/2022,Edgecombe ,15,2,0
9/4/2022,Forsyth ,87,15,0
9/4/2022,Franklin ,12,2,0
9/4/2022,Gaston ,53,9,1
9/4/2022,Gates ,2,0,0
9/4/2022,Graham ,1,0,0
9/4/2022,Granville ,9,1,0
9/4/2022,Greene ,3,0,0
9/4/2022,Guilford ,86,12,1
9/4/2022,Halifax ,16,1,0
9/4/2022,Harnett ,19,3,0
9/4/2022,Haywood ,21,4,0
9/4/2022,Henderson ,22,2,0
9/4/2022,Hertford ,1,0,0
9/4/2022,Hoke ,25,7,0
9/4/2022,Hyde ,0,,0
9/4/2022,Iredell ,40,3,0
9/4/2022,Jackson ,4,1,0
9/4/2022,Johnston ,41,5,1
9/4/2022,Jones ,1,0,0
9/4/2022,Lee ,8,0,0
9/4/2022,Lenoir ,7,1,0
9/4/2022,Lincoln ,11,3,0
9/4/2022,Macon ,5,0,0
9/4/2022,Madison ,1,0,0
9/4/2022,Martin ,3,0,0
9/4/2022,McDowell,9,0,0
9/4/2022,Mecklenburg ,175,25,3
9/4/2022,Mitchell ,0,,0
9/4/2022,Montgomery ,12,4,0
9/4/2022,Moore ,24,5,0
9/4/2022,Nash ,19,5,1
9/4/2022,New Hanover,24,4,1
9/4/2022,Northampton ,1,0,0
9/4/2022,Onslow ,22,1,0
9/4/2022,Orange ,14,0,0
9/4/2022,Pamlico ,4,0,0
9/4/2022,Pasquotank ,5,1,0
9/4/2022,Pender ,2,1,0
9/4/2022,Perquimans ,1,1,0
9/4/2022,Person ,3,0,0
9/4/2022,Pitt ,33,1,0
9/4/2022,Polk ,0,,0
9/4/2022,Randolph ,22,2,0
9/4/2022,Richmond ,10,2,0
9/4/2022,Robeson ,28,5,0
9/4/2022,Rockingham ,21,4,0
9/4/2022,Rowan ,23,5,0
9/4/2022,Rutherford ,10,2,1
9/4/2022,Sampson ,7,0,0
9/4/2022,Scotland ,8,1,0
9/4/2022,Stanly ,18,2,0
9/4/2022,Stokes ,7,0,0
9/4/2022,Surry ,19,0,0
9/4/2022,Swain ,1,0,0
9/4/2022,Transylvania ,12,3,0
9/4/2022,Tyrrell ,0,,0
9/4/2022,Union ,48,9,0
9/4/2022,Vance ,9,3,0
9/4/2022,Wake ,164,17,1
9/4/2022,Warren ,3,0,0
9/4/2022,Washington ,1,0,0
9/4/2022,Watauga ,5,0,0
9/4/2022,Wayne ,18,3,0
9/4/2022,Wilkes ,14,4,1
9/4/2022,Wilson ,16,5,0
9/4/2022,Yadkin ,8,1,0
9/4/2022,Yancey ,1,0,0
9/3/2022,Alamance ,48,5,0
9/3/2022,Alexander ,7,1,1
9/3/2022,Alleghany ,1,0,0
9/3/2022,Anson ,7,1,0
9/3/2022,Ashe ,2,1,0
9/3/2022,Avery ,2,0,0
9/3/2022,Beaufort ,10,2,0
9/3/2022,Bertie ,4,0,0
9/3/2022,Bladen ,6,0,0
9/3/2022,Brunswick ,20,2,0
9/3/2022,Buncombe ,30,4,0
9/3/2022,Burke ,29,6,0
9/3/2022,Cabarrus ,40,9,0
9/3/2022,Caldwell ,24,3,0
9/3/2022,Camden ,2,0,0
9/3/2022,Carteret ,11,0,0
9/3/2022,Caswell ,3,0,0
9/3/2022,Catawba ,28,8,1
9/3/2022,Chatham ,10,5,0
9/3/2022,Cherokee ,2,0,0
9/3/2022,Chowan ,0,,0
9/3/2022,Clay ,1,0,0
9/3/2022,Cleveland ,26,7,0
9/3/2022,Columbus ,4,0,0
9/3/2022,Craven ,4,1,0
9/3/2022,Cumberland ,51,3,1
9/3/2022,Currituck ,4,2,0
9/3/2022,Dare ,3,0,0
9/3/2022,Davidson ,31,5,0
9/3/2022,Davie ,3,0,0
9/3/2022,Duplin ,7,1,0
9/3/2022,Durham ,55,7,0
9/3/2022,Edgecombe ,15,3,0
9/3/2022,Forsyth ,89,10,1
9/3/2022,Franklin ,10,8,1
9/3/2022,Gaston ,46,7,1
9/3/2022,Gates ,4,0,0
9/3/2022,Graham ,1,1,0
9/3/2022,Granville ,9,0,1
9/3/2022,Greene ,0,,0
9/3/2022,Guilford ,83,7,1
9/3/2022,Halifax ,13,1,0
9/3/2022,Harnett ,21,1,0
9/3/2022,Haywood ,7,1,0
9/3/2022,Henderson ,27,3,0
9/3/2022,Hertford ,1,0,0
9/3/2022,Hoke ,10,3,0
9/3/2022,Hyde ,1,0,0
9/3/2022,Iredell ,30,6,2
9/3/2022,Jackson ,7,1,0
9/3/2022,Johnston ,39,2,0
9/3/2022,Jones ,0,,0
9/3/2022,Lee ,13,2,0
9/3/2022,Lenoir ,9,2,1
9/3/2022,Lincoln ,19,1,0
9/3/2022,Macon ,0,,0
9/3/2022,Madison ,3,0,0
9/3/2022,Martin ,4,3,0
9/3/2022,McDowell,8,3,0
9/3/2022,Mecklenburg ,181,28,1
9/3/2022,Mitchell ,1,0,0
9/3/2022,Montgomery ,8,2,0
9/3/2022,Moore ,17,5,0
9/3/2022,Nash ,23,3,0
9/3/2022,New Hanover,23,2,0
9/3/2022,Northampton ,3,0,0
9/3/2022,Onslow ,19,3,0
9/3/2022,Orange ,20,1,0
9/3/2022,Pamlico ,1,0,0
9/3/2022,Pasquotank ,3,0,0
9/3/2022,Pender ,7,0,0
9/3/2022,Perquimans ,0,,0
9/3/2022,Person ,3,0,0
9/3/2022,Pitt ,18,2,0
9/3/2022,Polk ,2,0,0
9/3/2022,Randolph ,15,3,0
9/3/2022,Richmond ,9,1,0
9/3/2022,Robeson ,35,9,0
9/3/2022,Rockingham ,8,2,0
9/3/2022,Rowan ,18,8,0
9/3/2022,Rutherford ,9,3,1
9/3/2022,Sampson ,10,1,0
9/3/2022,Scotland ,8,1,0
9/3/2022,Stanly ,15,5,0
9/3/2022,Stokes ,10,2,0
9/3/2022,Surry ,13,3,0
9/3/2022,Swain ,5,0,0
9/3/2022,Transylvania ,5,0,0
9/3/2022,Tyrrell ,0,,0
9/3/2022,Union ,52,8,0
9/3/2022,Vance ,15,3,0
9/3/2022,Wake ,202,30,0
9/3/2022,Warren ,2,1,0
9/3/2022,Washington ,2,0,0
9/3/2022,Watauga ,4,1,0
9/3/2022,Wayne ,17,8,0
9/3/2022,Wilkes ,20,6,0
9/3/2022,Wilson ,12,1,0
9/3/2022,Yadkin ,9,1,0
9/3/2022,Yancey ,1,0,0
9/2/2022,Alamance ,61,9,0
9/2/2022,Alexander ,19,1,0
9/2/2022,Alleghany ,5,2,0
9/2/2022,Anson ,13,2,1
9/2/2022,Ashe ,8,4,0
9/2/2022,Avery ,6,1,0
9/2/2022,Beaufort ,17,4,0
9/2/2022,Bertie ,4,1,0
9/2/2022,Bladen ,9,2,0
9/2/2022,Brunswick ,44,6,1
9/2/2022,Buncombe ,59,11,0
9/2/2022,Burke ,28,5,0
9/2/2022,Cabarrus ,58,12,0
9/2/2022,Caldwell ,41,7,0
9/2/2022,Camden ,1,0,0
9/2/2022,Carteret ,8,4,0
9/2/2022,Caswell ,6,1,0
9/2/2022,Catawba ,70,6,0
9/2/2022,Chatham ,18,1,0
9/2/2022,Cherokee ,7,0,0
9/2/2022,Chowan ,1,0,0
9/2/2022,Clay ,0,,0
9/2/2022,Cleveland ,35,5,0
9/2/2022,Columbus ,7,2,0
9/2/2022,Craven ,24,2,0
9/2/2022,Cumberland ,88,14,1
9/2/2022,Currituck ,5,0,0
9/2/2022,Dare ,11,0,0
9/2/2022,Davidson ,53,9,0
9/2/2022,Davie ,10,2,0
9/2/2022,Duplin ,16,2,0
9/2/2022,Durham ,81,5,0
9/2/2022,Edgecombe ,14,3,0
9/2/2022,Forsyth ,134,16,0
9/2/2022,Franklin ,14,5,0
9/2/2022,Gaston ,76,11,0
9/2/2022,Gates ,2,0,0
9/2/2022,Graham ,7,0,0
9/2/2022,Granville ,27,4,0
9/2/2022,Greene ,5,0,0
9/2/2022,Guilford ,145,11,0
9/2/2022,Halifax ,19,3,0
9/2/2022,Harnett ,34,4,0
9/2/2022,Haywood ,21,3,0
9/2/2022,Henderson ,26,2,0
9/2/2022,Hertford ,10,2,0
9/2/2022,Hoke ,16,2,0
9/2/2022,Hyde ,5,1,0
9/2/2022,Iredell ,38,6,1
9/2/2022,Jackson ,8,1,0
9/2/2022,Johnston ,62,8,0
9/2/2022,Jones ,1,1,0
9/2/2022,Lee ,19,4,0
9/2/2022,Lenoir ,22,5,1
9/2/2022,Lincoln ,26,2,0
9/2/2022,Macon ,4,0,0
9/2/2022,Madison ,3,0,0
9/2/2022,Martin ,4,2,0
9/2/2022,McDowell,11,0,0
9/2/2022,Mecklenburg ,270,40,0
9/2/2022,Mitchell ,3,1,0
9/2/2022,Montgomery ,7,2,0
9/2/2022,Moore ,31,1,1
9/2/2022,Nash ,20,6,1
9/2/2022,New Hanover,56,4,1
9/2/2022,Northampton ,1,1,0
9/2/2022,Onslow ,22,3,0
9/2/2022,Orange ,40,1,0
9/2/2022,Pamlico ,3,0,0
9/2/2022,Pasquotank ,4,1,0
9/2/2022,Pender ,9,2,0
9/2/2022,Perquimans ,3,0,0
9/2/2022,Person ,12,3,0
9/2/2022,Pitt ,50,10,0
9/2/2022,Polk ,3,0,0
9/2/2022,Randolph ,30,6,0
9/2/2022,Richmond ,17,3,1
9/2/2022,Robeson ,42,10,0
9/2/2022,Rockingham ,14,3,0
9/2/2022,Rowan ,41,5,0
9/2/2022,Rutherford ,20,3,0
9/2/2022,Sampson ,15,1,1
9/2/2022,Scotland ,7,2,0
9/2/2022,Stanly ,22,5,0
9/2/2022,Stokes ,22,6,0
9/2/2022,Surry ,39,4,0
9/2/2022,Swain ,2,1,0
9/2/2022,Transylvania ,12,5,0
9/2/2022,Tyrrell ,2,0,0
9/2/2022,Union ,67,13,0
9/2/2022,Vance ,5,0,1
9/2/2022,Wake ,274,40,0
9/2/2022,Warren ,3,0,0
9/2/2022,Washington ,2,0,0
9/2/2022,Watauga ,29,2,0
9/2/2022,Wayne ,42,9,0
9/2/2022,Wilkes ,25,4,1
9/2/2022,Wilson ,13,1,0
9/2/2022,Yadkin ,25,2,0
9/2/2022,Yancey ,5,0,0
9/1/2022,Alamance ,67,11,0
9/1/2022,Alexander ,11,2,0
9/1/2022,Alleghany ,5,2,0
9/1/2022,Anson ,12,0,0
9/1/2022,Ashe ,17,4,0
9/1/2022,Avery ,6,2,0
9/1/2022,Beaufort ,26,6,0
9/1/2022,Bertie ,3,1,0
9/1/2022,Bladen ,8,1,0
9/1/2022,Brunswick ,41,5,0
9/1/2022,Buncombe ,50,5,0
9/1/2022,Burke ,43,3,0
9/1/2022,Cabarrus ,74,13,1
9/1/2022,Caldwell ,49,9,0
9/1/2022,Camden ,3,0,0
9/1/2022,Carteret ,13,0,0
9/1/2022,Caswell ,4,0,0
9/1/2022,Catawba ,68,12,0
9/1/2022,Chatham ,16,2,0
9/1/2022,Cherokee ,8,5,1
9/1/2022,Chowan ,4,1,0
9/1/2022,Clay ,1,0,0
9/1/2022,Cleveland ,52,13,0
9/1/2022,Columbus ,11,3,0
9/1/2022,Craven ,28,3,0
9/1/2022,Cumberland ,95,8,1
9/1/2022,Currituck ,5,0,0
9/1/2022,Dare ,6,1,0
9/1/2022,Davidson ,62,9,0
9/1/2022,Davie ,16,2,0
9/1/2022,Duplin ,22,6,0
9/1/2022,Durham ,81,17,0
9/1/2022,Edgecombe ,16,2,0
9/1/2022,Forsyth ,137,22,1
9/1/2022,Franklin ,33,9,0
9/1/2022,Gaston ,59,17,0
9/1/2022,Gates ,5,0,0
9/1/2022,Graham ,14,3,0
9/1/2022,Granville ,15,2,0
9/1/2022,Greene ,6,0,0
9/1/2022,Guilford ,147,28,1
9/1/2022,Halifax ,18,2,1
9/1/2022,Harnett ,33,9,0
9/1/2022,Haywood ,27,3,0
9/1/2022,Henderson ,31,3,0
9/1/2022,Hertford ,6,2,0
9/1/2022,Hoke ,21,4,0
9/1/2022,Hyde ,0,,0
9/1/2022,Iredell ,44,13,0
9/1/2022,Jackson ,17,1,0
9/1/2022,Johnston ,55,10,0
9/1/2022,Jones ,0,,0
9/1/2022,Lee ,21,3,0
9/1/2022,Lenoir ,28,4,0
9/1/2022,Lincoln ,22,3,0
9/1/2022,Macon ,6,2,0
9/1/2022,Madison ,8,2,0
9/1/2022,Martin ,7,2,0
9/1/2022,McDowell,14,2,0
9/1/2022,Mecklenburg ,295,40,0
9/1/2022,Mitchell ,2,0,0
9/1/2022,Montgomery ,12,2,0
9/1/2022,Moore ,39,7,0
9/1/2022,Nash ,15,2,2
9/1/2022,New Hanover,60,11,0
9/1/2022,Northampton ,3,0,0
9/1/2022,Onslow ,58,13,1
9/1/2022,Orange ,40,3,0
9/1/2022,Pamlico ,0,,0
9/1/2022,Pasquotank ,9,2,0
9/1/2022,Pender ,18,2,0
9/1/2022,Perquimans ,1,0,0
9/1/2022,Person ,11,2,0
9/1/2022,Pitt ,61,15,1
9/1/2022,Polk ,3,1,0
9/1/2022,Randolph ,34,4,0
9/1/2022,Richmond ,17,3,0
9/1/2022,Robeson ,56,14,1
9/1/2022,Rockingham ,28,6,0
9/1/2022,Rowan ,54,10,0
9/1/2022,Rutherford ,18,4,0
9/1/2022,Sampson ,21,6,1
9/1/2022,Scotland ,2,1,0
9/1/2022,Stanly ,30,8,0
9/1/2022,Stokes ,17,3,0
9/1/2022,Surry ,46,8,0
9/1/2022,Swain ,3,0,0
9/1/2022,Transylvania ,11,0,0
9/1/2022,Tyrrell ,1,0,0
9/1/2022,Union ,52,10,0
9/1/2022,Vance ,20,8,0
9/1/2022,Wake ,299,41,0
9/1/2022,Warren ,5,2,0
9/1/2022,Washington ,4,0,0
9/1/2022,Watauga ,33,8,0
9/1/2022,Wayne ,34,9,0
9/1/2022,Wilkes ,29,9,0
9/1/2022,Wilson ,19,5,0
9/1/2022,Yadkin ,24,6,0
9/1/2022,Yancey ,11,2,0
8/31/2022,Alamance ,110,20,1
8/31/2022,Alexander ,7,1,0
8/31/2022,Alleghany ,5,2,0
8/31/2022,Anson ,9,0,0
8/31/2022,Ashe ,10,1,0
8/31/2022,Avery ,4,0,0
8/31/2022,Beaufort ,13,3,0
8/31/2022,Bertie ,4,0,0
8/31/2022,Bladen ,14,3,0
8/31/2022,Brunswick ,32,2,0
8/31/2022,Buncombe ,56,8,0
8/31/2022,Burke ,35,6,0
8/31/2022,Cabarrus ,74,6,4
8/31/2022,Caldwell ,48,10,0
8/31/2022,Camden ,2,0,0
8/31/2022,Carteret ,11,1,0
8/31/2022,Caswell ,10,2,0
8/31/2022,Catawba ,55,11,0
8/31/2022,Chatham ,22,3,0
8/31/2022,Cherokee ,9,1,0
8/31/2022,Chowan ,3,1,0
8/31/2022,Clay ,3,0,0
8/31/2022,Cleveland ,62,11,0
8/31/2022,Columbus ,15,5,1
8/31/2022,Craven ,23,1,0
8/31/2022,Cumberland ,119,18,0
8/31/2022,Currituck ,6,1,0
8/31/2022,Dare ,12,3,0
8/31/2022,Davidson ,75,20,1
8/31/2022,Davie ,15,7,0
8/31/2022,Duplin ,24,6,0
8/31/2022,Durham ,119,17,0
8/31/2022,Edgecombe ,28,6,0
8/31/2022,Forsyth ,157,28,0
8/31/2022,Franklin ,29,6,0
8/31/2022,Gaston ,75,16,0
8/31/2022,Gates ,2,0,0
8/31/2022,Graham ,11,0,0
8/31/2022,Granville ,15,4,0
8/31/2022,Greene ,9,4,0
8/31/2022,Guilford ,181,26,0
8/31/2022,Halifax ,25,4,0
8/31/2022,Harnett ,35,5,0
8/31/2022,Haywood ,25,1,0
8/31/2022,Henderson ,30,4,0
8/31/2022,Hertford ,13,1,0
8/31/2022,Hoke ,17,5,1
8/31/2022,Hyde ,1,0,0
8/31/2022,Iredell ,62,11,0
8/31/2022,Jackson ,12,1,0
8/31/2022,Johnston ,63,13,0
